timestamp,value-0,value-1,value-2,value-3,value-4,value-5,value-6,value-7,value-8,value-9,is_anomaly
34,-0.9964215765655087,-4.395399885608149,-0.9557990298491696,-4.43440313532856,-1.400334177762053,-1.9945182244088504,-1.8620588250549133,-0.3311707778323356,-0.45511135329626873,-3.0379993209003557,0
35,-0.9983961453978316,-4.396914357855292,-0.9717084864564045,-4.427823959286242,-1.4022475909798349,-2.0238995169103,-1.887153752241228,-0.3418441500022442,-0.4433689967894643,-3.086260921506289,0
36,-0.9996600086895868,-4.397148825746412,-0.9874834247438573,-4.4212271828934195,-1.404575401202662,-2.0528354351554263,-1.912749815108011,-0.352608778702145,-0.4302263925062775,-3.1339417333418305,0
37,-1.00024052659716,-4.396099545056142,-1.004587032286267,-4.414052218512211,-1.4079285880269605,-2.083259316239777,-1.9358285240983928,-0.36342356241456586,-0.4178852840055365,-3.1798044883457632,0
38,-0.9995346294736429,-4.396033716450706,-1.021541785776365,-4.406885421490862,-1.411023950387031,-2.113854096990784,-1.959369990824877,-0.3743180712193963,-0.40706403832018045,-3.225010215401683,0
39,-0.9993719509092756,-4.397715257486456,-1.036870392927809,-4.3997123401506055,-1.4144748266831875,-2.144596961219451,-1.9843713480878489,-0.3852858884490513,-0.39551418669173266,-3.2694094897277464,0
40,-0.9990922500306083,-4.399636514510481,-1.052105864887694,-4.391370834687178,-1.4176988645577229,-2.1748025482721074,-2.0088782839909833,-0.3962490701096104,-0.384680552309538,-3.3104560666790865,0
41,-0.9980636336246147,-4.401793411370756,-1.0672409172207968,-4.383647253355447,-1.4201141183811201,-2.2063737296401316,-2.030937247537396,-0.40795694080930334,-0.37528396283589194,-3.3517675761227537,0
42,-0.9969413020007676,-4.404147080834564,-1.0814982353181197,-4.3771539119585,-1.4217511019848945,-2.2380226150770026,-2.050532424615482,-0.41888971483806214,-0.36435338606993106,-3.393254606074913,0
43,-0.9945196211642575,-4.4081622848702615,-1.0956403590870765,-4.3695543707080695,-1.424507228694677,-2.27105040386785,-2.070646559117826,-0.4290749752931551,-0.35336954451630653,-3.4311771551354973,0
44,-0.9907945214035938,-4.410828296637732,-1.108153887516559,-4.362034369532751,-1.4271599532168786,-2.3034784410827065,-2.0902490395123046,-0.4400876673757914,-0.343088364535856,-3.465504623217406,0
45,-0.987621504733657,-4.414378680677425,-1.1197655181969637,-4.35457783898471,-1.4290998573979983,-2.3365489401007533,-2.1082645634375083,-0.4503704100227315,-0.33274856623672067,-3.4987166682404442,0
46,-0.9850242592079885,-4.418005483229511,-1.1312359142035375,-4.3465946243738784,-1.4321971846116115,-2.3689155075919546,-2.126617719511315,-0.4607053084337649,-0.323798825328685,-3.5307839459735746,0
47,-0.983628799728691,-4.422439015619411,-1.1425557929182355,-4.338121323168087,-1.4352021566117696,-2.4012175253668877,-2.1422958221845767,-0.47036101109383055,-0.31548046583581923,-3.5616792815938396,0
48,-0.9822018109983164,-4.4284449063668925,-1.152175695318586,-4.330368098861134,-1.4387613330043525,-2.4334322200142635,-2.1582851310174327,-0.47936145624544557,-0.3077613075683683,-3.58897930891382,0
49,-0.9813710510549007,-4.433748226604722,-1.1608209327226011,-4.322169283226913,-1.4422965526875002,-2.4655368944393072,-2.172634695900434,-0.4884503375713267,-0.3006445967733522,-3.6163123782188844,0
50,-0.9805622175370199,-4.439115318891621,-1.1692508937306179,-4.314707307625669,-1.4452298089605051,-2.4968765069425327,-2.1863024684829044,-0.4975434153271354,-0.2941349280186065,-3.642344746173274,0
51,-0.9810338031270622,-4.444543245781956,-1.177455138379167,-4.307443427874761,-1.4494625916288695,-2.527398160435828,-2.19927785071895,-0.5050431388075878,-0.2874449286537897,-3.668256190349402,0
52,-0.9821566912463309,-4.450729143092333,-1.1846188589807976,-4.30098607312304,-1.4524929132919384,-2.5564159511442703,-2.2135818485605627,-0.5124473080129521,-0.28127208700749495,-3.692831996497244,0
53,-0.9845338187755599,-4.456132458646468,-1.1922030514161488,-4.2941685021347435,-1.454326266093502,-2.5858617513365836,-2.225238719932759,-0.5197405527218535,-0.2741057013119894,-3.713604370207959,0
54,-0.9875667744535683,-4.459980920170834,-1.1994285389252441,-4.286423543244082,-1.4568339650770046,-2.6150792401208767,-2.2362717711639593,-0.5276996035474668,-0.26667829034972934,-3.735469376555338,0
55,-0.9900282569209935,-4.462269659062464,-1.205516734969585,-4.278329730767474,-1.4606336006666654,-2.644677421267231,-2.248705455105286,-0.5347258407646025,-0.2582384462974421,-3.7560205624486844,0
56,-0.991893264508455,-4.4637267060319985,-1.2096887796138938,-4.271065145516491,-1.4645057260905179,-2.6740015827626973,-2.2595826940647536,-0.5407684986500625,-0.25100311730828473,-3.776507920798452,0
57,-0.9937376307516192,-4.465079243122261,-1.214946806741013,-4.263458833104298,-1.4672308292439507,-2.704354341263274,-2.268900918553232,-0.5450195252497476,-0.24422267226086047,-3.794475036733406,0
58,-0.9949343635753782,-4.464815994118725,-1.2190419208734387,-4.25548623670641,-1.4706807723318986,-2.7344510681099683,-2.2756422767240636,-0.548974507857791,-0.23718285610453727,-3.8111767829603416,0
59,-0.9948841096042367,-4.465200922248791,-1.2234725850468307,-4.247148537906854,-1.4748319357629955,-2.763007677499105,-2.2798029307707672,-0.5525451777208781,-0.2306882552412537,-3.8278140802228773,0
60,-0.9941890835011333,-4.464722087683297,-1.2267269910970096,-4.237871882866524,-1.4796901020353572,-2.7912689810463718,-2.282347508493018,-0.555643728802595,-0.22254179178888434,-3.8431932715012787,0
61,-0.9946820638735192,-4.465609213737205,-1.2296039177537073,-4.229402739341188,-1.4859032634490408,-2.820480415686175,-2.2842406445069208,-0.5566698144824245,-0.21275443708408304,-3.854923814332703,0
62,-0.9951052702957632,-4.466386120032109,-1.2321671665063632,-4.220564767268752,-1.491582966482474,-2.8499922378497153,-2.2874634196081454,-0.557190323210004,-0.2028200183528428,-3.8642684616427636,0
63,-0.9948025059444197,-4.467815361140907,-1.2344120870876751,-4.212556608946547,-1.496094244628428,-2.8797886508422463,-2.289061041088213,-0.5572597388927214,-0.19350740360109553,-3.8700359251711136,0
64,-0.9937467040933894,-4.4691567281208755,-1.236265589993689,-4.204774795336977,-1.500725273213381,-2.90789852721829,-2.290094106382848,-0.5561411760549606,-0.18486134659994224,-3.874631746995661,0
65,-0.9925681998248617,-4.469670227624396,-1.2391958364548539,-4.196615413259381,-1.5061510862375995,-2.9362339271418074,-2.292594054628161,-0.5538186077600236,-0.1762024350162461,-3.8768096149905946,0
66,-0.9913242505986435,-4.470853733869804,-1.2409259915208213,-4.189248813729472,-1.5117926380822795,-2.963456994613264,-2.2946260291242866,-0.5525811419737752,-0.1675423924849464,-3.8790341668496158,0
67,-0.991275145620724,-4.473471584353781,-1.2414553030087032,-4.181469500420343,-1.5183249388477655,-2.9895543161690905,-2.2942562662384693,-0.5524154282450919,-0.15889295521079472,-3.877608469150792,0
68,-0.9912203106998949,-4.477520960725214,-1.2400472249862307,-4.173819346860052,-1.5251688105300554,-3.0138801046801924,-2.2944891492528625,-0.5510057178939076,-0.1495747485876313,-3.876255314968633,0
69,-0.9917918825798318,-4.48146270534858,-1.238976076810117,-4.166839931655664,-1.5323573912291224,-3.0377447467038334,-2.29436145787113,-0.5490981347383344,-0.1418421429047605,-3.8713366130335203,0
70,-0.9923915545695978,-4.484492612919038,-1.238241656353257,-4.161100251722939,-1.5392528290722787,-3.0611648570179835,-2.293926171566229,-0.5466833237439181,-0.13570752020235277,-3.8641227474653252,0
71,-0.9930507504150279,-4.485840413485121,-1.2371097450751847,-4.156022858372322,-1.5452159456342374,-3.083466033440731,-2.2922675135346373,-0.5438241463942954,-0.1297004697434776,-3.857083649580036,0
72,-0.993744344715825,-4.487776621852266,-1.2371230741928,-4.1522054083654005,-1.5515303717011342,-3.1046362001034264,-2.2903631420363695,-0.539756934504904,-0.1231096052849967,-3.8490384820811947,0
73,-0.9944754461200462,-4.490334428201718,-1.2382863911913153,-4.147296801653016,-1.5594791149779224,-3.125355342015467,-2.2881307454286395,-0.5344392562505251,-0.11746602223821956,-3.8376088629731133,0
74,-0.9959051128224994,-4.492044352621041,-1.2383653229350209,-4.142441212678401,-1.5677794988155427,-3.1450097114540383,-2.2845647412951546,-0.529413170767915,-0.11354214542512464,-3.8252682368513184,0
75,-0.9974073370624725,-4.493640320036602,-1.238137156201653,-4.137581134957677,-1.5764314591022983,-3.1648831028606286,-2.2826745351588102,-0.5238821322736533,-0.11059332751679518,-3.8108375798754768,0
76,-0.998356023672015,-4.4958565452795,-1.2375750033682846,-4.132685957004506,-1.586717531255518,-3.1836716965094896,-2.2815028576261964,-0.5185995321759846,-0.1078753946278792,-3.794337042284067,0
77,-0.9981525105233306,-4.497189899128532,-1.2366526164919052,-4.128325821647602,-1.5980249516894334,-3.2007340180149138,-2.2810639827824177,-0.5135644334514278,-0.10391856499047503,-3.7757866786928815,0
78,-0.9980292231182837,-4.497606002307693,-1.2338730090368257,-4.1244977586539076,-1.6097409867803267,-3.217355104523346,-2.282343669723015,-0.5087425936762204,-0.09873519015632004,-3.754007180792383,0
79,-0.9986169926606843,-4.499342955193879,-1.2300141998155354,-4.120051887204197,-1.622477836752065,-3.234158749511546,-2.281391158340753,-0.5041020369822136,-0.0938537864009672,-3.732670736610069,0
80,-0.9993160423931753,-4.499394704647397,-1.2265895687860848,-4.115559114611749,-1.6362348657010397,-3.249843352988126,-2.2802540885584786,-0.4996130709949058,-0.08855865779331129,-3.708087908483174,0
81,-1.000127905332799,-4.5,-1.2220674960362183,-4.111590408370565,-1.651011424771138,-3.265094058050019,-2.277010715068349,-0.4937351802415264,-0.08209852720301347,-3.6814770337399283,0
82,-1.0016554148955368,-4.499656410809546,-1.2172267654064288,-4.106996068113,-1.66619400049798,-3.2799050398492064,-2.2756463752455036,-0.48572037997682127,-0.07523817567647084,-3.6516013675113177,0
83,-1.0026410393846894,-4.499133994462103,-1.2113407289511122,-4.101199605324902,-1.6818387064524725,-3.2955363406458424,-2.274239878724978,-0.4771609201448954,-0.069500066463688,-3.622188231965494,0
84,-1.0036590215868681,-4.498399409455981,-1.2051882514532728,-4.095398615385809,-1.6980008093214942,-3.3119855494163497,-2.27483997314308,-0.4673450979631313,-0.06412915008232911,-3.590802393852446,0
85,-1.0046819921281154,-4.495915778150287,-1.1980772589261688,-4.090790805124175,-1.7146770946413081,-3.3279580718472714,-2.2734975545434413,-0.45628250481302546,-0.05985406996845288,-3.5599177110211215,0
86,-1.0056824502867696,-4.492417838920662,-1.1915222173133864,-4.086800019610078,-1.7318634464748808,-3.3428224053592643,-2.2712005801385287,-0.4447039972874811,-0.05522817099841104,-3.5271573065031108,0
87,-1.0066327760746099,-4.488674313940541,-1.1832567114030277,-4.082850930645221,-1.7508381039024643,-3.3559471500017017,-2.266950827367224,-0.4310363925400269,-0.05173789935070472,-3.4913429623483125,0
88,-1.007533502779722,-4.486223469994362,-1.1747950013932764,-4.0795159820446605,-1.7709837710749587,-3.3686570409153664,-2.262747682686907,-0.41680315573566884,-0.04866029371547853,-3.456147575675767,0
89,-1.0077835837604978,-4.48506731285466,-1.1653754721860434,-4.075019276809986,-1.7916829552487652,-3.380982956534022,-2.2605903163907426,-0.4020157958404873,-0.045996800021456785,-3.4191376072588033,0
90,-1.0080405763620452,-4.482202236111117,-1.1550061697299168,-4.070506710791877,-1.8129588365858527,-3.392926811771676,-2.258555748393248,-0.3851738300286356,-0.042954803385902185,-3.381532835037702,0
91,-1.0077306902997272,-4.478400086855707,-1.1444647814853472,-4.065949787697026,-1.834862408896669,-3.405785899948435,-2.257675196068243,-0.367802224671004,-0.04174293603723589,-3.3433546175654763,0
92,-1.008713367110386,-4.473662929315838,-1.1322530610882158,-4.0625218045062095,-1.8586693222236885,-3.416975792334077,-2.2569957114842394,-0.35063489043840446,-0.04015177496333111,-3.3022266516259395,0
93,-1.0091274784059414,-4.467957715821479,-1.119883088301298,-4.058447725660194,-1.8831467468193437,-3.4271329551942404,-2.2555638178848696,-0.3328945868292541,-0.03966423676333841,-3.2606235851923153,0
94,-1.009601653146362,-4.461250827116306,-1.1073957981864233,-4.054902050572343,-1.9089281023672013,-3.4362315384150404,-2.2523786921332523,-0.31384062837294335,-0.03803538331081624,-3.216111204193553,0
95,-1.0101628783214023,-4.454311807035353,-1.0933263816836585,-4.051284863492922,-1.935976065510936,-3.446202384883736,-2.2514215245378084,-0.29582967983753017,-0.03750505626472034,-3.169906988208604,0
96,-1.0095784975108162,-4.447141349727525,-1.079220276488742,-4.046969561593217,-1.9642530128907367,-3.4551242401754636,-2.252705375071465,-0.27808826914343765,-0.038069651943279936,-3.123227601115473,0
97,-1.0096780787403759,-4.439671460351126,-1.0666230520762947,-4.042503740637214,-1.994362670252228,-3.4636946614066857,-2.2543055786087303,-0.2606367928947626,-0.03900059683227308,-3.0761474930102217,0
98,-1.009857626361115,-4.432638249362803,-1.0555416670228057,-4.037888463910881,-2.023787463196344,-3.4713170496765944,-2.2553118656984754,-0.24270524703842478,-0.04108708954150586,-3.0299972725723863,0
99,-1.010744187129873,-4.425309784320936,-1.0444444549745353,-4.033152080554543,-2.053741914358298,-3.477364753356793,-2.2567967544385543,-0.22507301460928542,-0.0443592672089288,-2.9823428868458635,0
100,-1.011677667331114,-4.416954531787933,-1.034076029774902,-4.028296285822586,-2.083543449548931,-3.483166808971545,-2.259831743367631,-0.206215849619368,-0.04805412386615382,-2.93560252671522,0
101,-1.012655843178195,-4.4068404512965635,-1.0229403541950342,-4.023896897168666,-2.1137910481457993,-3.4887579437952283,-2.263503507998876,-0.1877065025500757,-0.052858273677304,-2.8873432032277426,0
102,-1.0149358394659094,-4.397976496179197,-1.0125524258628062,-4.018755361244546,-2.143215445399218,-3.494173181241869,-2.268836870123377,-0.17036261150816356,-0.057249002677687066,-2.84004051631307,0
103,-1.0172854692069753,-4.3873583316482065,-1.0036924812935124,-4.013475080941895,-2.1730826926362274,-3.4981531405317177,-2.2738109011098535,-0.1526988757213512,-0.0627049467139491,-2.792461714260088,0
104,-1.0209348286145352,-4.375722624721661,-0.9949009150544517,-4.008659761009435,-2.2040450891178844,-3.502629160125477,-2.278432693222169,-0.1340224315494336,-0.06773622980474014,-2.744630098744522,0
105,-1.0246529702252605,-4.363070877679399,-0.9854537455440544,-4.004286350340706,-2.235500297723557,-3.5063117611927934,-2.2827068724240376,-0.11360416629757975,-0.07302698205730618,-2.696569446666845,0
106,-1.0284400346016205,-4.349438628495437,-0.9776033005182385,-4.000359747575971,-2.268070742314296,-3.5098974089845916,-2.287605245504513,-0.09305401899587684,-0.07853563113438922,-2.6507587468091773,0
107,-1.0322960509416597,-4.334091730422795,-0.9691203224532023,-3.9963120068269813,-2.3004538088192117,-3.51339077720062,-2.293083084023346,-0.0724688492376333,-0.08422010676195235,-2.6060263550192193,0
108,-1.0355912075496942,-4.318533191326173,-0.9600506763251051,-3.9921762098019777,-2.3344958623332595,-3.516796625007204,-2.299094373256302,-0.05111778715853377,-0.09000381531718249,-2.5624016588961696,0
109,-1.0382963277326949,-4.303497250447686,-0.9519450428271159,-3.987985649633058,-2.3695638208494456,-3.5208116742031654,-2.303652499206964,-0.029025440229536903,-0.09732824403255957,-2.517461058295765,0
110,-1.0404096808067975,-4.287446436491621,-0.9433082766384218,-3.98314605358314,-2.4056662063787684,-3.5235144056654,-2.3087825818849845,-0.006215272338758959,-0.10321720398124468,-2.474944835196296,0
111,-1.0425584577085525,-4.27111592950534,-0.9348510867397559,-3.9776633908519674,-2.4421986910019102,-3.5261737948364673,-2.3135538995292544,0.01649835137186839,-0.10914560894751846,-2.431232095364272,0
112,-1.0435088457820327,-4.255241424709265,-0.9265481916896461,-3.9721438534236198,-2.478556192421901,-3.52810195604911,-2.3199878168283075,0.04060663078425808,-0.11434446821107747,-2.3876101255021775,0
113,-1.0445161592071075,-4.239021668582222,-0.9184431329416973,-3.9665929703700513,-2.5153578087550406,-3.5299643046885265,-2.328075119941489,0.06529781006718549,-0.11952806535741134,-2.341655934846006,0
114,-1.0443732449158525,-4.222390664738965,-0.9113147823970729,-3.961617148508867,-2.5525514949719725,-3.5317640333493436,-2.33674571315866,0.08976152985291108,-0.1254445674592679,-2.2957967770014567,0
115,-1.0442772917123442,-4.205352088801517,-0.9028960728789679,-3.957222785842932,-2.5900845463808144,-3.534107034378205,-2.3469131947588022,0.11394451312377818,-0.1313925426088276,-2.24994876791442,0
116,-1.0435645262850508,-4.189448642377411,-0.8954355552853335,-3.952816250683817,-2.6285452902902686,-3.5363647115197625,-2.3555669787256592,0.13779406634829616,-0.1373955640060518,-2.202885150944127,0
117,-1.0422284455868394,-4.173952383684853,-0.88813581846016,-3.9478039475121514,-2.6672389927391964,-3.5372759378893925,-2.362693161964054,0.16205023948902575,-0.14420222552735673,-2.155945123448679,0
118,-1.0421227790856336,-4.158171394195357,-0.8824752399925588,-3.9433400202245936,-2.7067537064880067,-3.5375050727973725,-2.3722442369324126,0.18590602515238563,-0.15104342653943315,-2.1104114038429884,0
119,-1.041982386664202,-4.143652864093428,-0.8769908432642932,-3.937656313846138,-2.7470649716325473,-3.537053408844282,-2.3832346082093303,0.20859068257179736,-0.15790923135058188,-2.0638576564338402,0
120,-1.0411436885263503,-4.128869542459089,-0.8702192067062828,-3.932507073017962,-2.786252597117378,-3.5365538210768293,-2.3946789126639936,0.23008984082999895,-0.16482374363086194,-2.018821709664745,0
121,-1.040803438163596,-4.114567776475441,-0.8651778788133324,-3.927871857032672,-2.824290672021256,-3.536036325720919,-2.404575646255168,0.2519020815440376,-0.17105181683019666,-1.9741322083290365,0
122,-1.0409563586469068,-4.100025991950545,-0.859597627286232,-3.9231570953576225,-2.8636604513201487,-3.535560530798049,-2.4149354388162076,0.2724659391087241,-0.17734182055217884,-1.9310721658309427,0
123,-1.0403669014775245,-4.085292301763778,-0.8527137521657677,-3.9183969342579092,-2.9024682171956635,-3.534523699866234,-2.424767969052459,0.29256062065689203,-0.18295776431998512,-1.887215276449775,0
124,-1.0396316651511808,-4.070415264867158,-0.8460008750667045,-3.9136254586359107,-2.9406866296898713,-3.532954609515665,-2.4370051979398757,0.31217406942994863,-0.19013161979695026,-1.8425316775777059,0
125,-1.038746015423571,-4.056178508855137,-0.8409331222415184,-3.9076750959263546,-2.9801547812781326,-3.530881068539102,-2.451626193481146,0.33053853080245865,-0.19733512252496999,-1.7994442806915034,0
126,-1.038936770407187,-4.0411283696680735,-0.8360431887979067,-3.9022997725555326,-3.0202330537894997,-3.5289920932563428,-2.4656116375062918,0.34688619525521514,-0.20376531046968882,-1.757922157047848,0
127,-1.038340354986941,-4.025279932308555,-0.8298632650923288,-3.896931753971804,-3.0608953957415497,-3.5266521089473337,-2.4808799487746733,0.3627535033092597,-0.21086216914042932,-1.7179916328366898,0
128,-1.038786347137824,-4.009347805597596,-0.8231302787655785,-3.891630897254397,-3.1014749047340886,-3.5251516742459414,-2.4963501463408613,0.37809358447569696,-0.21782320167603064,-1.6796798930664696,0
129,-1.0384407614239608,-3.993312188387807,-0.8180856840226587,-3.8876045001059727,-3.1419751937299996,-3.523825079122255,-2.511956128119488,0.3928249617712627,-0.22312107138150195,-1.6393046086715315,0
130,-1.0373301145975158,-3.975684185208528,-0.8139949175605188,-3.8837118332532445,-3.181787158549127,-3.523271372772045,-2.5266618643774583,0.40611060458771187,-0.2275047424086556,-1.5981457024346433,0
131,-1.0367116858085432,-3.95875025379771,-0.8093881218969328,-3.8794126835532827,-3.2215267632200892,-3.52279558663715,-2.542384530668583,0.4194899262362082,-0.2309634556918576,-1.557480872528716,0
132,-1.0360111043190743,-3.940286329341143,-0.803529708952474,-3.875313471137639,-3.2617813582064015,-3.5230270261760106,-2.5591030591267403,0.4322346591505797,-0.23345192384689373,-1.5185869930257727,0
133,-1.0358572036309364,-3.9217745809963644,-0.7986936526417785,-3.8725941065903187,-3.301271973036016,-3.523301040026726,-2.574812642659322,0.4435820368452159,-0.23492445998116906,-1.4790875440292792,0
134,-1.035592091820765,-3.9024587700618785,-0.7949126779171378,-3.8689117624262535,-3.3405864808109516,-3.524880042242027,-2.590461898153623,0.45431807731919127,-0.23606019807332412,-1.4414567699443375,0
135,-1.0358176236608136,-3.8823855882458465,-0.7922198784537091,-3.864271052424722,-3.3809259327618766,-3.5264386526513243,-2.6059843293801657,0.46292462228168585,-0.23753888647219057,-1.4069138281796962,0
136,-1.036563472705362,-3.8623010569140748,-0.7906141418051491,-3.8592486439493983,-3.420371504450821,-3.527283953526487,-2.6202984192841443,0.4701879164098086,-0.2385574476926462,-1.373025809838137,0
137,-1.0372305897025293,-3.8436859282225075,-0.7885887872626534,-3.8544201415721746,-3.459541810222579,-3.5267519994101164,-2.635321910463066,0.4768943091642184,-0.23983201760107464,-1.3410690641307217,0
